City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
585,Alyangula,-13.8483,136.4192,87.67,79,40,13.8,AU,2022-01-31 02:55:35
586,Boralday,43.3578,76.8594,21.06,100,100,4.47,KZ,2022-01-31 02:55:35
587,Turukhansk,65.8167,87.9833,-1.61,92,99,11.25,RU,2022-01-31 02:55:36
588,Dumai,1.6833,101.45,86.32,63,27,2.86,ID,2022-01-31 02:55:36
589,Tucuma,-0.1833,-50.05,74.19,94,77,4.18,BR,2022-01-31 02:51:04
590,Goderich,43.7501,-81.7165,25.92,73,95,6.91,CA,2022-01-31 02:55:37
591,Kralendijk,12.15,-68.2667,78.22,77,13,13.47,BQ,2022-01-31 02:55:37
592,Port-Gentil,-0.7193,8.7815,80.64,79,96,8.39,GA,2022-01-31 02:55:38
593,Bathsheba,13.2167,-59.5167,77.61,83,40,17.27,BB,2022-01-31 02:55:38
594,Wazirganj,28.2167,79.05,54.14,58,0,0.63,IN,2022-01-31 02:55:38
595,Betanzos,43.2804,-8.2147,45.32,85,0,1.99,ES,2022-01-31 02:55:39
596,Suntar,62.1444,117.6319,-10.12,97,80,4.03,RU,2022-01-31 02:55:39
597,Ransang,8.9603,117.5828,85.26,67,16,3.13,PH,2022-01-31 02:55:40
598,Tinskoy,56.1525,96.9161,-1.35,97,65,1.14,RU,2022-01-31 02:56:40
599,Can Tho,10.0333,105.7833,80.58,78,40,13.8,VN,2022-01-31 02:56:41
600,College,64.8569,-147.8028,-20.99,68,0,0.0,US,2022-01-31 02:56:41
601,Yambio,4.5721,28.3955,65.89,30,79,3.38,SS,2022-01-31 02:56:41
602,Jabinyanah,35.035,10.9081,46.2,43,0,4.99,TN,2022-01-31 02:56:42
603,Salamiyah,35.0113,37.0532,41.97,75,100,2.37,SY,2022-01-31 02:56:42
604,Karla,59.3723,24.9275,25.57,85,100,11.5,EE,2022-01-31 02:56:43
605,Singaraja,-8.112,115.0882,86.97,72,100,5.91,ID,2022-01-31 02:56:43
606,Laguna,38.421,-121.4238,55.9,73,0,3.44,US,2022-01-31 02:55:13
607,Rialma,-15.315,-49.5844,68.9,97,100,2.73,BR,2022-01-31 02:56:44
608,Nautla,20.2167,-96.7833,67.39,86,59,14.76,MX,2022-01-31 02:56:44
609,Ixtapa,20.7,-105.2,66.24,75,1,3.0,MX,2022-01-31 02:56:45
610,Manzhouli,49.6,117.4333,-2.49,82,9,5.08,CN,2022-01-31 02:56:45
611,Paracuru,-3.41,-39.0306,82.42,81,93,11.56,BR,2022-01-31 02:54:03
612,Tomelloso,39.1522,-3.0243,51.51,30,0,3.76,ES,2022-01-31 02:56:45
613,San Quintin,30.4833,-115.95,58.75,72,0,12.93,MX,2022-01-31 02:53:57
614,Rosarito,32.3333,-117.0333,58.21,79,3,5.01,MX,2022-01-31 02:56:46
615,Santona,43.4439,-3.4576,45.91,90,88,4.83,ES,2022-01-31 02:56:46
616,Chara,56.9064,118.2631,-14.08,95,96,0.85,RU,2022-01-31 02:56:47
617,Margate,51.3813,1.3862,46.74,69,50,11.99,GB,2022-01-31 02:56:47
618,Kibala,9.1104,18.3463,64.35,45,0,0.0,TD,2022-01-31 02:56:47
619,Sorland,67.667,12.6934,34.12,63,99,14.88,NO,2022-01-31 02:53:59
620,Sladkovo,55.5284,70.3385,10.44,95,100,8.23,RU,2022-01-31 02:56:48
621,Koshurnikovo,54.1667,93.3,-9.18,91,20,2.66,RU,2022-01-31 02:56:48
622,Samarai,-10.6167,150.6667,84.13,69,100,16.42,PG,2022-01-31 02:56:49
623,Namibe,-15.1961,12.1522,69.84,78,92,5.35,AO,2022-01-31 02:54:18
624,Husavik,66.0449,-17.3389,22.91,64,87,29.42,IS,2022-01-31 02:56:49
625,Khasan,42.4308,130.6434,23.02,39,0,15.28,RU,2022-01-31 02:56:50
626,Yelizovo,53.1873,158.3805,24.94,85,100,7.0,RU,2022-01-31 02:56:50
627,Klaksvik,62.2266,-6.589,32.92,55,98,37.07,FO,2022-01-31 02:56:50
628,Coihueco,-36.6167,-71.8333,66.94,45,1,9.22,CL,2022-01-31 02:56:51
629,Mogocha,53.7333,119.7667,5.04,64,99,5.44,RU,2022-01-31 02:56:51
630,Mananara,-16.1667,49.7667,72.23,89,21,5.57,MG,2022-01-31 02:56:52
631,Reconquista,-29.15,-59.65,74.25,36,0,6.71,AR,2022-01-31 02:56:52
632,Chulman,56.8479,124.9104,-10.95,96,100,5.03,RU,2022-01-31 02:56:53
633,Caramay,10.1815,119.236,82.58,70,64,5.79,PH,2022-01-31 02:56:53
634,Baracoa,20.3467,-74.4958,71.17,84,99,9.91,CU,2022-01-31 02:56:53
635,Chicama,-7.8447,-79.1469,64.94,79,100,5.35,PE,2022-01-31 02:56:54
636,Fochville,-26.4886,27.4939,64.47,97,89,3.85,ZA,2022-01-31 02:56:54
637,Puerto Baquerizo Moreno,-0.9,-89.6,74.26,82,100,9.26,EC,2022-01-31 02:52:46
638,Chapais,49.7834,-74.8492,-9.62,100,91,3.31,CA,2022-01-31 02:56:54
639,Nhamunda,-2.1861,-56.7131,73.26,95,86,1.77,BR,2022-01-31 02:56:55
640,Komsomolets,53.7453,62.0708,21.0,94,82,10.58,KZ,2022-01-31 02:56:55
641,Dzaoudzi,-12.7887,45.2699,76.89,88,0,3.44,YT,2022-01-31 02:56:55
642,Rocha,-34.4833,-54.3333,66.6,84,2,9.48,UY,2022-01-31 02:56:56
643,Kismayo,-0.3582,42.5454,77.0,78,85,14.7,SO,2022-01-31 02:57:56
644,High Level,58.5169,-117.136,-2.09,78,100,16.11,CA,2022-01-31 02:57:57
645,Ambon,-3.6954,128.1814,91.54,55,40,16.11,ID,2022-01-31 02:57:57
646,Bend,44.0582,-121.3153,48.67,46,0,3.0,US,2022-01-31 02:57:38
647,Khagaria,25.5,86.4833,59.14,60,0,3.24,IN,2022-01-31 02:57:57
648,Iracoubo,5.4802,-53.2011,76.33,86,56,11.52,GF,2022-01-31 02:57:58
649,Watertown,42.3709,-71.1828,14.04,75,9,4.47,US,2022-01-31 02:56:53
650,Roscommon,53.6333,-8.1833,41.38,75,60,16.55,IE,2022-01-31 02:57:58
651,Changying,52.8733,123.3213,2.34,73,95,4.7,CN,2022-01-31 02:57:59
652,Campos,-21.75,-41.3,74.26,97,100,4.76,BR,2022-01-31 02:57:59
653,Mpanda,-6.3655,31.0409,65.07,96,100,0.63,TZ,2022-01-31 02:58:00
654,Kolondieba,11.0882,-6.8926,71.74,17,14,5.41,ML,2022-01-31 02:58:00
655,Swan River,52.1058,-101.2676,15.69,79,78,4.61,CA,2022-01-31 02:58:00
656,Vila Velha,-20.3297,-40.2925,80.55,89,20,5.99,BR,2022-01-31 02:58:01
657,Ishigaki,24.3448,124.1572,60.93,67,75,18.41,JP,2022-01-31 02:58:01
658,Shingu,33.7333,135.9833,45.91,32,2,2.46,JP,2022-01-31 02:58:01
659,Flinders,-34.5833,150.8552,88.81,69,32,10.16,AU,2022-01-31 02:58:02
660,Bhaderwah,32.9784,75.7186,41.11,70,86,2.55,IN,2022-01-31 02:58:02
661,Tarija,-21.5355,-64.7296,60.03,93,100,3.53,BO,2022-01-31 02:58:03
662,Takab,36.4009,47.1133,10.47,98,90,2.8,IR,2022-01-31 02:58:03
663,Alofi,-19.0595,-169.9187,80.49,78,100,4.61,NU,2022-01-31 02:58:03
664,Kitoy,52.6,103.9,-12.12,93,100,1.01,RU,2022-01-31 02:58:04
665,Oriximina,-1.7656,-55.8661,73.44,95,92,2.8,BR,2022-01-31 02:58:04
666,Bestobe,52.4994,73.0975,11.86,90,91,14.43,KZ,2022-01-31 02:58:04
667,Tezu,27.9167,96.1667,63.52,35,4,2.01,IN,2022-01-31 02:58:05
668,Puerto Colombia,10.9878,-74.9547,78.89,78,5,21.83,CO,2022-01-31 02:58:05
669,Bani Walid,31.7566,13.9942,46.4,48,0,7.47,LY,2022-01-31 02:58:05
670,Saint-Augustin,51.226,-58.6502,9.23,84,68,17.36,CA,2022-01-31 02:58:06
671,Tawang,27.5833,91.8667,36.61,49,25,2.53,IN,2022-01-31 02:58:06
672,Okhotsk,59.3833,143.3,14.14,76,67,16.73,RU,2022-01-31 02:58:07
673,Kaduqli,11.0167,29.7167,64.06,16,1,11.86,SD,2022-01-31 02:58:07
674,Nishihara,26.1842,127.7558,60.08,59,75,21.85,JP,2022-01-31 02:58:08
675,Florence,43.7667,11.25,49.53,91,100,2.3,IT,2022-01-31 02:57:01
676,Jaca,42.569,-0.5499,42.01,63,0,6.78,ES,2022-01-31 02:58:08
677,Naze,28.3667,129.4833,54.52,54,96,17.47,JP,2022-01-31 02:56:24
678,Ozd,48.2167,20.3,36.88,69,4,10.25,HU,2022-01-31 02:58:08
679,Kathu,7.9178,98.3332,87.62,85,4,8.59,TH,2022-01-31 02:58:09
680,Parker,32.7668,-97.8003,59.79,35,95,1.01,US,2022-01-31 02:58:09
681,Tongliao,43.6125,122.2653,11.08,85,97,5.3,CN,2022-01-31 02:58:09
682,Rock Sound,24.9,-76.2,66.31,64,98,13.02,BS,2022-01-31 02:58:10
683,Wagar,16.1525,36.2032,64.71,73,2,7.92,SD,2022-01-31 02:58:10
684,Klyuchi,52.2667,79.1667,9.75,93,100,8.23,RU,2022-01-31 02:58:11
685,The Pas,53.8251,-101.2541,6.82,85,100,5.75,CA,2022-01-31 02:58:11
686,Egvekinot,66.3167,-179.1667,-0.42,69,40,8.77,RU,2022-01-31 02:58:11
687,Lewistown,40.5992,-77.5714,24.39,93,75,0.0,US,2022-01-31 02:58:12
688,Tadine,-21.55,167.8833,80.76,84,93,14.29,NC,2022-01-31 02:58:12
689,Todos Santos,23.45,-110.2167,71.01,77,65,6.06,MX,2022-01-31 02:58:13
690,Hai Duong,20.9333,106.3167,55.51,79,97,8.66,VN,2022-01-31 02:59:13
